Uuid,Void/Retire,Name,Concept Drug,Concept Dosage Form,Strength,_version:1
,,Gamalate B6 Cp B/20 Afr,Gamalate B6 Cp B/20 Afr,Pieces,,,
,,Games Xg 6086 Coll 17 Chocolate,Games Xg 6086 Col 17 Chocolat,Pieces,,,
,,Surgical Glove T7 B/50,Gant Chirurgical T7 B/50,Pieces,,,
,,Surgical Glove T7.5 B/50,Gant Chirurgical T7.5 B/50,Pieces,,,
,,T8 Surgical Glove,Gant Chirurgical T8,Pieces,,,
,,Surgical Glove T8.5 B/50,"Gant Chirurgical T8,5 B/50",Pieces,,,
,,Surgical Glove T8.5,Gant Chirurgical T8.5,Pieces,,,
,,Examination Glove,Gant D'Examen,Pieces,,,
,,B/100 Large Examination Glove,Gant D'Examen Large B/100,Pieces,,,
,,Medium Examination Glove B/100,Gant D'Examen Moyen B/100,Pieces,,,
,,Chir Gloves T/8.5 B/2,Gants Chir  T/8.5 B/2,Pieces,,,
,,Chir Gloves T/7.5 B/2,"Gants Chir T/7,5 B/2",Pieces,,,
,,Chir Gloves T/8 B/50,Gants Chir T/8 B/50,Pieces,,,
,,B/2 Examination Gloves,Gants D'Examen B/2,Pieces,,,
,,Examination Gloves T 7/8 B/2,Gants D'Examen T 7/8 B/2,Pieces,,,
,,Ts B/2 Examination Gloves,Gants D'Examen T-S B/2,Boîte,,,
,,Minsante Care Gloves,Gants De Soins Minsante,Pieces,,,
,,Sterile Gloves S 7.5 B/50,"Gants Sterile T 7,5  B/50",- Pieces,,,
,,Umcs T7.5 Sterile Gloves,Gants Steriles  Umcs T7.5,Comprimé,,,
,,Minsante Sterile Gloves,Gants Steriles Minsante,Pieces,,,
,,Sterile Gloves T8,Gants Steriles T8,Ampoule,,,
,,Umcs T8 Sterile Gloves,Gants Steriles Umcs T8,Comprimé,,,
,,Ganvir Gel Opht 10G,Ganvir Gel Opht 10G,Pieces,10g,,
,,Gardenal 10Mg Cp B/10,Gardenal 10Mg Cp B/10,Ampoule,10mg,,
,,Gardenal 40Mg/2Ml Soil Inj B/1,Gardenal 40Mg/2Ml Sol Inj B/1,Comprimé,40mg/2ml,,
,,Gaspral 20Mg Gel B/30,Gaspral 20Mg Gel B/30,Ampoule,20mg,,
,,Gaspral 40Mg Inj,Gaspral 40Mg Inj,Pieces,40mg,,
,,Gastricid Cp Bl P/4,Gastricid Cp Bl P/4,Pieces,,,
,,Gastridin 50Mg Inj 2Ml B/5,Gastridin 50Mg Inj 2Ml B/5,Pieces,50mg/2ml,,
,,Gaviscon Scht B/1,Gaviscon Scht B/1,Ampoule,,,
,,Gaviscon Sp Sachet B/24,Gaviscon Sp Sachet B/24,Pieces,,,
,,Gaviscon Susp 10Ml Sach B/24,Gaviscon Susp 10Ml Sach B/24,Flacon,10ml,,
,,Gebefluc 200Mg Cap B/4,Gebefluc 200Mg Cap B/4,Pieces,200mg,,
,,Gebexime 750Mg Inj B/1,Gebexime 750Mg Inj B/1,Pieces,750mg,,
,,Hydroalcoholic Gel Fl/5L,Gel Hydro Alcoolique Fl/5L,Pieces,5l,,
,,Hydroalcoholic Gel 2L Prize,Gel Hydroalcoolique 2L Dotation,Pieces,2l,,
,,Tears Gel,Gel Larmes,Boîte,,,
,,Ultrasound Gel B/5L,Gel Pour Echographie B/5L,Pieces,5l,,
,,Fl Ultrasound Gel/250Ml,Gel Pour Echographie Fl/250Ml,Pieces,250ml,,
,,Sanitary Gel Disinfectant Fl/,Gel Sanitaire Desinfectant Fl/,Pieces,,,
,,Gelfoam,Gelfoam,Ampoule,,,
,,Geloplasma 500Ml,Geloplasma 500Ml,Pieces,500ml,,
,,Geltim Eye Drops,Geltim Collyre,Comprimé,,,
,,Gemcitabine 1G Inj,Gemcitabine 1G Inj,Flacon,1g,,
,,Iron Genes Cp Effv B/12,Genes Fer Cp Effv B/12,Ampoule,,,
,,Pregnancy Genes Cp Effv B/12,Genes Grossesse Cp Effv B/12,Pieces,,,
,,Genes Plus Cp Effv B/12,Genes Plus Cp Effv B/12,Ampoule,,,
,,Genes Vit Iron Cp Effv B/12,Genes Vit Fer Cp Effv B/12,Pieces,,,
,,Genes Lives Junior Cp Eff B/10,Genes Vit Junior Cp Eff B/10,Pieces,,,
,,Genes Vit Magnesium 300 Cp Effv B/10,Genes Vit Magnesium 300 Cp Effv B/10,Comprimé,,,
,,Knee Pad,Genouillere,Pieces,,,
,,Genpar 1% Perf Inj 1000Mg F/100Ml,Genpar 1% Perf Inj 1000Mg F/100Ml,Comprimé,1%/1000mg/100ml,,
,,Genpress 5Mg Cp B/30,Genpress 5Mg Cp B/30,Pieces,5mg,,
,,Gentamicin 0.3% Cy Fl/,"Gentamicine 0,3% Cy Fl/",Pieces,0.30%,,
,,Gentamicin 160Mg Inj B/1,Gentamicine 160Mg Inj B/1,Pieces,160mg,,
,,Gentamicin 80Mg Inj,Gentamicine 80Mg Inj,Pieces,80mg,,
,,Gentamicin 80Mg Inj B/100,Gentamicine 80Mg Inj B/100,Pieces,80mg,,
,,Gentasol 0.3% Coll Fl/5Ml,Gentasol 0.3% Coll Fl/5Ml,Boîte,0.3%/5ml,,
,,Gestarelle B/30,Gestarelle B/30,Pieces,,,
,,Giallo G 109 Gray Green,Giallo G 109 Gris Vert,Pieces,,,
,,Giallo G 131 Col 21 Night Blue Orange,Giallo G 131 Col 21 Bleu Nuit Orange,Pieces,,,
,,Giallo G110 Red Black,Giallo G110 Rouge Noir,Pieces,,,
,,Ginkocer Cp B/30,Ginkocer Cp B/30,Comprimé,,,
,,Ginkor Fort Gelu B/30,Ginkor Fort Gelu B/30,Pieces,,,
,,Glevo 500 Mg Cp B/5,Glevo 500 Mg Cp B/5,Ampoule,500mg,,
,,Glevo 500Mg Cp B/5,Glevo 500Mg Cp B/5,Boîte,500mg,,
,,Glevo 500Mg Inj,Glevo 500Mg Inj,Pieces,500mg,,
,,Glevo Iv S Inj Fl/100Ml,Glevo Iv S Inj Fl/100Ml,Pieces,100ml,,
,,Glibenclamide 5Mg Cp B/1000,Glibenclamide 5Mg Cp B/1000,Pieces,5mg,,
,,Globenclamide 5Mg Cp B/10,Globenclamide 5Mg Cp B/10,Pieces,5mg,,
,,Urit Glucometer,Glucometre Urit,Pieces,,,
,,Glucophage 1000Mg B/30,Glucophage 1000Mg B/30,Pieces,1000mg,,
,,Glucophage 1000Mg Cp B/30,Glucophage 1000Mg Cp B/30,Pieces,1000mg,,
,,Glucophage 500Mg Cp B/30,Glucophage 500Mg Cp B/30,Pieces,500mg,,
,,Glucophage 500Mg Cp B/30,Glucophage 500Mg Cp B/30,Pieces,500mg,,
,,Glucose 10% Poch/250Ml,Glucose 10% Poch/250Ml,Pieces,10%/250ml,,
,,Glucose 10% Poch/500Ml,Glucose 10% Poch/500Ml,Pieces,10%/500ml,,
,,Glucose 30% Poch/500Ml,Glucose 30% Poch/500Ml,Pieces,30%/500ml,,
,,Glucose 5% Poch/250Ml,Glucose 5% Poch/250Ml,Pieces,5%/250ml,,
,,Glucose 5% Poch/500Ml,Glucose 5% Poch/500Ml,Pieces,5%/500ml,,
,,5% Poly-Ionic Glucose,Glucose 5% Poly-Ionique,Pieces,5%,,
,,Glycoglue 1.5% 3000 Ml,Glycocolle 1.5% 3000 Ml,Pieces,1.5%/3000ml,,
,,Gonado Chorio Endo 15000Ui B/3,Gonado Chorio Endo 15000Ui B/3,Pieces,,,
,,Gonado Chorio Endo 5000Ui B/1,Gonado Chorio Endo 5000Ui B/1,Pieces,,,
,,Gramocef 0.50 Ds F/100 Ml,Gramocef 0.50 Ds F/100 Ml,Ampoule,100 ml,,
,,Grani-Denk 1Mg/Ml Amp 1Ml B/1,Grani-Denk 1Mg/Ml Amp 1Ml B/1,Ampoule,1mg/1ml,,
,,Grani-Denk 1Mg/Ml Amp 1Ml B/5,Grani-Denk 1Mg/Ml Amp 1Ml B/5,Boîte,1mg/1ml,,
,,Grani-Denk 1Mg/Ml Amp 3Ml B/1,Grani-Denk 1Mg/Ml Amp 3Ml B/1,Boîte,1mg/3ml,,
,,Granocyte 34 Miu/Iu 1Fl/1Ser,Granocyte 34 Mui/Ui 1Fl/1Ser,Boîte,,,
,,Grassolind Pans Gras 10*10 B,Grassolind Pans Gras 10*10 B,Pieces,,,
,,Griseo Ointment 5% Tb 15G,Griseo Pommade 5% Tb 15G,Ampoule,5%/15g,,
,,Griseofulvin 500Mg Cp B/10,Griseofulvine 500Mg Cp B/10,Pieces,500mg,,
,,Griseofulvin 500Mg Cp B/1000,Griseofulvine 500Mg Cp B/1000,Pieces,500mg,,
,,Grofenac 50Mg Cp B/20,Grofenac 50Mg Cp B/20,Pieces,50mg,,
,,Grofenac 75Mg Inj B/5,Grofenac 75Mg Inj B/5,Pieces,75mg,,
,,Grofenac Gel T/50G,Grofenac Gel T/50G,Pieces,50g,,
,,Grofenac Delay 100Mg Cp B/10,Grofenac Retard 100Mg Cp B/10,Pieces,100mg,,
,,Dialab Blood Grouping,Groupage Sanguin Dialab,Pieces,,,
,,Guaflex Sp,Guaflex Sp,Ampoule,,,
,,Guaflex Sp F/120Ml,Guaflex Sp F/120Ml,Flacon,120ml,,
,,Gucci,Gucci,Pieces,,,
,,Gucci Gu Dark Grey/Mouse Gray,Gucci Gu Gris Sombre/Gris Souris,Pieces,,,
,,Gynanfort Egg B/10,Gynanfort Ovule B/10,Pieces,,,
,,Gynofer 4 Mg Gelu B/12,Gynofer 4 Mg Gelu B/12,Flacon,4 mg,,
,,Gynospan Cp B/30,Gynospan Cp B/30,Pieces,,,
,,Gynospan Suppo,Gynospan Suppo,KIT CP,,,
,,Gynospan Suppo B/10,Gynospan Suppo B/10,Pieces,,,
,,Haem Up 20Mg/Ml Inj B/1,Haem Up 20Mg/Ml Inj B/1,Pieces,20mg/ml,,
,,Haem Up B/30 Gel,Haem Up B/30 Gel,Boîte,,,
,,Haem Up Sp Fl/200Ml,Haem Up Sp Fl/200Ml,Pieces,200ml,,
,,Haldol 1Mg Cp B/40,Haldol 1Mg Cp B/40,Pieces,1mg,,
,,Haldol 5Mg Amp Inj,Haldol 5Mg Amp Inj,Pieces,5mg,,
,,Haldol 5Mg Amp Inj B/5,Haldol 5Mg Amp Inj B/5,Pieces,5mg,,
,,Haldol 5Mg Cp B/30,Haldol 5Mg Cp B/30,Pieces,5mg,,
,,Haldol Decanoas Amp Inj,Haldol Decanoas Amp Inj,Pieces,,,
,,Haldol Sp 2Mg/Ml Fl/30Ml,Haldol Sp 2Mg/Ml Fl/30Ml,Pieces,2mg/30ml,,
,,Halothane Fl/250Ml,Halothane Fl/250Ml,Pieces,250ml,,
,,Happy Kelly Y 6007-1 Col.12 Transparent Purple,Happy Kelly Y 6007-1 Col.12 Transparent Violet,Pieces,,,
,,Hbs Ag 50T Strip,Hbs Ag Bandelettes De 50T,Pieces,,,
,,Hbs Ag Elisa 96 Dialab Tests,Hbs Ag Elisa 96 Tests Dialab,Pieces,,,
,,Hcv Strips 50 T,Hcv Bandelettes De 50 T,Pieces,,,
,,Hcvab Elisa 96 Dialab Tests,Hcvab Elisa 96 Tests Dialab,Pieces,,,
,,Hdl Direct Bt,Hdl Direct Bt,Pieces,,,
,,Hektoen Agar,Hektoen Agar,Pieces,,,
,,Helicocin 750Mg/500Mg Cpr B/42,Helicocin 750Mg/500Mg Cpr B/42,Ampoule,750mg/500mg,,
,,Helicocin Cp B/24,Helicocin Cp B/24,Boîte,,,
,,Helmintox 125 Mg Cp B/6,Helmintox 125 Mg Cp B/6,Ampoule,125 mg,,
,,Helmintox 250Mg Cp B/3,Helmintox 250Mg Cp B/3,Ampoule,250mg,,
,,Helmintox 5% Susp Buv Fl 15Ml,Helmintox 5% Susp Buv Fl 15Ml,Comprimé,5%/15ml,,
,,Helmintox Sachet 15 Ml Stick/1,Helmintox Sachet 15 Ml Stick/1,Ampoule,15 ml,,
,,Helmintox Sp Fl/15Mg,Helmintox Sp Fl/15Mg,Pieces,15mg,,
,,Hemafer 100Mg/2Ml Amp Inj B/1,Hemafer 100Mg/2Ml Amp Inj B/1,Pieces,100mg/2ml,,
,,Hemafer 50Mg/5Ml Susp F/125Ml,Hemafer 50Mg/5Ml Susp F/125Ml,Boîte,50mg/125ml,,
,,Hemafer Comp Eff,Hemafer Comp Eff,Ampoule,,,
,,Hemastop 500 Mg Cp B/20,Hemastop 500 Mg Cp B/20,Comprimé,500 mg,,
,,Hemastop 500Mg Tablets,Hemastop 500Mg Cp,KIT CP,500mg,,
,,Hematoxylin 500 Ml,Hematoxyline 500 Ml,Ampoule,500 ml,,
,,Hemax 2000Ui/Ml Lyoph Sol Inj Ser Prer/1,Hemax 2000Ui/Ml Lyoph Sol Inj Ser Prer/1,Ampoule,2000ml,,
,,Hemax 4000 Iu/Ml Lyoph Sol Inj Ser Prere/1,Hemax 4000 Ui/Ml Lyoph Sol Inj Ser Prere/1,Boîte,4000ml,,
,,Heparin Sodium 25000Ui/5Ml Fl,Heparine Sodique 25000Ui/5Ml Fl,Pieces,25000ml,,
,,Hepburn,Hepburn,Pieces,,,
,,Hexanios G+Rb/5L,Hexanios G+R B/5L,Pieces,,,
,,Hexaspray Collu Fl Pressur 30G,Hexaspray Collu Fl Pressur 30G,Boîte,30g,,
,,Hexomedine 45 Ml,Hexomedine 45 Ml,Ampoule,45 ml,,
,,Hextril 0.1% Mouthwash 200,"Hextril 0,1% Bain De Bouche 200",Pieces,0.10%,,
,,Hgd Brain Scanner Not Injected,Hgd Scanner Cerebral Non Injecte,--  Examen,,,
,,Hgd Rock Scanner,Hgd Scanner Du Rocher,--  Examen,,,
,,Hgd Rock Scanner,Hgd Scanner Du Rocher,--  KIT CP,,,
,,Hgd Non-Injected Chest Scanner,Hgd Scanner Thoracique  Non Injecte,--  Examen,,,
,,Hgd Non-Injected Chest Scanner,Hgd Scanner Thoracique  Non Injecte,--  KIT CP,,,
,,Hgd Injected Thoraco-Abdomino-Pelvic Scanner (Tap),Hgd Scanner Thoraco-Abdomino-Pelvien Injecte (Tap),--  Examen,,,
,,Hgd Injected Thoraco-Abdomino-Pelvic Scanner (Tap),Hgd Scanner Thoraco-Abdomino-Pelvien Injecte (Tap),KIT CP,,,
,,Hiv 1 2 Ag Ab Elisa 4 G 96 T Dialab,Hiv 1 2 Ag Ab Elisa 4 G 96 T Dialab,Pieces,,,
,,Hiv Combo 100T,Hiv Combo 100T,Pieces,,,
,,Hiv Determined Detail,Hiv Determine Detail,Pieces,,,
,,Hiv Determined Program,Hiv Determine Programme,Pieces,,,
,,Hiv Determined Tests,Hiv Determine Tests,Pieces,,,
,,Holleycort 40Mg/1Ml B/1,Holleycort 40 Mg/1Ml B/1,Ampoule,40mg/1ml,,
,,Holleycort 40Mg/1Ml Sol Injb/1,Holleycort 40Mg/1Ml Sol Injb/1,Pieces,40mg/1ml,,
,,Body Bag,Housse Mortuaire,Pieces,,,
,,Covid Body Bag,Housse Mortuaire Covid,Pieces,,,
,,Huang,Huang,Pieces,,,
,,Camphere Oil Fl/125Ml,Huile Campheree Fl/125Ml,Pieces,125ml,,
,,Camphor Oil 100Ml Ruther,Huile Camphree 100Ml Ruther,Ampoule,100ml,,
,,Camphor Oil Biobel Fl/1L,Huile Camphree Biobel Fl/1L,Boîte,1l,,
,,Massage Oil Fl/125Ml,Huile De Massage Fl/125Ml,Pieces,125ml,,
,,Paraffin Oil,Huile De Paraffine,Pieces,,,
,,Paraffin Oil 1L,Huile De Paraffine 1L,Ampoule,1l,,
,,Parafin Oil Fl/125Ml,Huile De Parafine Fl/125Ml,Pieces,125ml,,
,,Sed Oil,Huile De Sed,Pieces,,,
,,Thick Paraffin Oil 1L,Huile Paraffine Epaisse 1L,Boîte,1l,,
,,Det Humidifier,Humidificateur Det,Pieces,,,
,,Hydrea 500Mg Caps B/20,Hydrea 500 Mg Caps B/20,Ampoule,500mg,,
,,Hydrea 500Mg Cp B/20,Hydrea 500Mg Cp B/20,Ampoule,500mg,,
,,Hydroclean 10*10 B/1,Hydroclean 10*10 B/1,Pieces,,,
,,Hydrocortancyl 125Mg Amp Inj,Hydrocortancyl 125Mg Amp Inj,Pieces,125mg,,
,,Hydrocortancyl 2.5% B/1 Suspension Inj,Hydrocortancyl 2.5% B/1 Susp Inj,Ampoule,2.50%,,
,,Hydrosol Polyvit Gtte Buv Fl/,Hydrosol Polyvit Gtte Buv Fl/,Pieces,,,
,,Hydrosol Polyvit Gtte F/30Ml,Hydrosol Polyvit Gtte F/30Ml,Comprimé,30ml,,
,,Hydrotac Comfort 12.5*12.5 B,"Hydrotac Confort 12,5*12,5 B",Pieces,,,
,,Alluminiun Hydroxide 500Mg Cp B/10,Hydroxide D'Alluminiun 500Mg Cp B/10,Pieces,500mg,,
,,Aluminum Hydroxide 500Mg Cp P/10,Hydroxide D'Aluminium 500Mg  Cp P/10,Pieces,500mg,,
,,Aluminum Hydroxide 500Mg Cp B/1000,Hydroxide D'Aluminium 500Mg Cp B/1000,Pieces,500mg,,
,,Hydroxychloroquine 100Mg Minsante,Hydroxychloroquine 100Mg Minsante,Pieces,100mg,,
,,Hydroxyzine 25Mg Tab B/20,Hydroxyzine 25Mg Comp B/20,Ampoule,25mg,,
,,Hypafix 2M*10Cm,Hypafix 2M*10Cm,Pieces,,,
,,Hypafix Adhesive Strip 2Mx10Cm,Hypafix Bande Adhes 2Mx10Cm,Boîte,,,
,,Hypafix Adhesive Strip. 2M*10Cm Umcs,Hypafix Bande Adhes. 2M*10Cm Umcs,Pieces,,,
,,Hypafix Spar 2Mx10Cm,Hypafix Spar 2Mx10Cm,Pieces,,,
,,Hypochlorite Solution 250 Ml,Hypochlorite Solution 250 Ml,Pieces,250 ml,,
,,Ibufen Cp B/20,Ibufen Cp B/20,Pieces,,,
,,Ibugesic Sp Fl/100Ml,Ibugesic Sp Fl/100Ml,Pieces,100ml,,
,,Ibumol 400 Mg B/30,Ibumol 400 Mg B/30,Pieces,400 mg,,
,,Ibumol 400Mg/325Mg Cpr B/10,Ibumol 400Mg/325Mg Cpr B/10,Pieces,400mg/325mg,,
,,Ibumol Cp,Ibumol Cp,Comprimé,,,
,,Ibumol Sp F/60Ml,Ibumol Sp F/60Ml,Boîte,60ml,,
,,Ideos Cp To Chew B/30,Ideos Cp A Croquer B/30,Pieces,,,
,,Ideos Cp B/30,Ideos Cp B/30,Pieces,,,
,,Ifosfamide 1G Inj B/1,Ifosfamide 1G Inj B/1,Pieces,1g,,
,,Imipenem/Cilastine 500Mg/500Mg Pan B/1,Imipenem/Cilastine 500Mg/500Mg Pan B/1,Comprimé,500mg,,
,,Immard 200Mg Cp B/30,Immard 200Mg Cp B/30,Pieces,200mg,,
,,Immu C Scht,Immu C Scht,Ampoule,,,
,,Immu-C Eff Sach B/10,Immu-C Eff Sach B/10,Pieces,,,
,,Immun Active Denk B/20,Immun Active Denk B/20,Boîte,,,
,,Imodium 2Mg Gel B/20,Imodium 2Mg  Gel B/20,Pieces,2mg,,
,,Implanon Nxt,Implanon Nxt,Boîte,,,
,,Jadelle Implant + Trocars,Implant Jadelle + Trocars,Ampoule,,,
,,Jadelle Bag Implants + Trocars,Implants Jadelle Sachet + Trocars,Boîte,,,
,,Implants For Retinal Detachment Surgery,Implants Pour Chirurgie De Decollement De La Retine,Flacon,,,
,,In Style 125620 Night Blue,In Style 125620 Bleu Nuit,Pieces,,,
,,Indocollyre 0.1% Cy Fl/5L,"Indocollyre 0,1% Cy Fl/5L",Pieces,0.1%/5l,,
,,Indocollyre 0.1% Eto F/5Ml,Indocollyre 0.1% Eto F/5Ml,Flacon,0.1%/5ml,,
,,Inexium 20 Mg Comp B/14,Inexium 20 Mg Comp B/14,Pieces,20 mg,,
,,Inexium 40Mg Amp Inj B/1,Inexium 40Mg Amp Inj B/1,Pieces,40mg,,
,,Inexium 40Mg Cp B/14,Inexium 40Mg Cp B/14,Pieces,40mg,,
,,Inflacam 20Mg Cpr Disp B/10,Inflacam 20Mg Cpr Disp B/10,Boîte,20mg,,
,,Inoserp (Anti-Venom),Inoserp (Anti Venimeux),Comprimé,,,
,,Inspira 2002 Col01 Gray Black,Inspira 2002 Col01 Gris Noir,Pieces,,,
,,Instyle,Instyle,Pieces,,,
,,Rapid Insulet 100Ui/Ml Inj F/10Ml,Insulet Rapide 100Ui/Ml Inj F/10Ml,Pieces,100ml/10ml,,
,,Insulin Actrapid 100Iu Inj,Insuline Actrapid 100Iu Inj,Pieces,,,
,,Insulin Actrapid Inj,Insuline Actrapid Inj,Pieces,,,
,,Insulin Insulatard 100Ui Inj,Insuline Insulatard 100Ui Inj,Pieces,,,
,,Insulin Mixtard 100Ui Inj,Insuline Mixtard 100Ui Inj,Pieces,,,
,,Insulin Mixtard 300Ui Inj,Insuline Mixtard 300Ui Inj,Pieces,,,
,,Insulin Novomix Flexpen 300Ui Inj,Insuline Novomix Flexpen 300Ui Inj,Pieces,,,
,,Intetrix Gel B/20,Intetrix Gel B/20,Pieces,,,
,,Intrasite Gel 15G B/1,Intrasite Gel 15G B/1,Ampoule,15g,,
,,Iodotin Non Hardining,Iodotin Non Hardining,Pieces,,,
,,Iopamiron 300/50Ml Inj B/1,Iopamiron 300/50Ml Inj B/1,Pieces,50ml,,
,,Ipproton 40Mg Inj B/1,Ipproton 40Mg Inj B/1,Pieces,40mg,,
,,Ipratropium Amp Inj B/1,Ipratropium Amp Inj B/1,Comprimé,,,
,,Irex 12 Sp F/200Ml,Irex 12 Sp  F/200Ml,Pieces,200ml,,
,,Irex12 Gel B/30,Irex12 Gel B/30,Pieces,,,
,,Irinotecan Kabi 100Mg Inj,Irinotecan Kabi 100Mg Inj,Flacon,100mg,,
,,Irinotecan Kabi 300 Mg Inj,Irinotecan Kabi 300 Mg Inj,Boîte,300mg,,
,,Isofuran 250 Ml,Isofurane 250 Ml,Pieces,250 ml,,
,,Isolone 20Mg Cp B/20,Isolone 20Mg Cp B/20,Flacon,20mg,,
,,Isolone 20Mg Cp Eff B/20,Isolone 20Mg Cp Eff B/20,Comprimé,20mg,,
,,Isoprenaline Chl 200 Ug/Ml A,Isoprenaline Chl 200 Ug/Ml A,Pieces,200ml,,
,,Isopto Pilocarpine 2% Umcs,Isopto Pilocarpine 2% Umcs,Pieces,2%,,
,,Iv Iron 100Mg Inj B/1,Iv Fer 100Mg Inj B/1,Pieces,100mg,,
,,Ixprim 37.5Mg/325Mg B/20,Ixprim 37.5Mg/325Mg B/20,Pieces,37.5mg/325mg,,
,,Jadelle + Trocar,Jadelle + Trocard,Ampoule,,,
,,Jadelle Norplant 2*75Mg,Jadelle Norplant 2*75Mg,Pieces,75mg,,
,,Jersey 10Cm X 5M,Jersey 10Cm X 5M,Pieces,,,
,,Jersey 15Mc*5M,Jersey 15Mc*5M,Pieces,,,
,,Jersey Detail 1M Of 10Cm X5M,Jersey Detail 1M De 10Cm X5M,Pieces,,,
,,Tubular Jersey 3Cm X 20M,Jersey Tubulaire 3Cm X 20M,Pieces,,,
,,Jonathan Cate Tacama Mtegrn Military Green,Jonathan Cate Tacama Mtegrn Vert Militaire,Pieces,,,
,,Josacine 500Mg C?Pb/20,Josacine 500Mg C?P B/20,Pieces,500mg,,
,,Juvamine Ginseng Amp Buv,Juvamine Ginseng Amp Buv,Pieces,,,
,,Juvamine Ginseng Tonus Amp Buv,Juvamine Ginseng Tonus Amp Buv,Comprimé,,,
,,Juvamine Performance Mgg Cpr B/40,Juvamine Performance Mgg Cpr B/40,Comprimé,,,
,,Juvamine Vit C 1000 Crp B/30,Juvamine Vit C 1000 Crp B/30,Boîte,,,
,,Juvamine Vit C 1000 Crp Eff B/30,Juvamine Vit C 1000 Crp Eff B/30,Boîte,,,
,,Kaleorid Lp 600Mg Cp B/30,Kaleorid Lp 600Mg Cp B/30,Pieces,600mg,,
,,Kardegic 75Mg Sachet B/30,Kardegic 75Mg Sachet B/30,Pieces,75mg,,
,,Kelocote Cr T/15G,Kelocote Cr T/15G,Pieces,15g,,
,,Kenacort Ret 40Mg Inj B/1,Kenacort Ret 40Mg Inj B/1,Pieces,40mg,,
,,Kenacort Ret 80Mg Inj B/1,Kenacort Ret 80Mg Inj B/1,Pieces,80mg,,
,,Kenakort Ret 80 Inj Fl/2Ml,Kenakort Ret 80 Inj Fl/2Ml,Pieces,2ml,,
,,Ketaflox 400Mg Cp B/10,Ketaflox 400Mg Cp B/10,Comprimé,400mg,,
,,Ketamine 50Mg Inj B/1,Ketamine 50Mg Inj B/1,Pieces,50mg,,
,,Ketesse 25Mg Cp B/20,Ketesse 25Mg Cp B/20,Ampoule,25mg,,
,,Ketesse 50Mg Amp Inj,Ketesse 50Mg Amp Inj,Pieces,50mg,,
,,Ketoderm 2% Cr T/15G,Ketoderm 2% Cr T/15G,Pieces,2%/15g,,
,,Ketoderm 2% Gel Sachet/1,Ketoderm 2% Gel Sachet/1,Pieces,2%,,
,,Ketonal Inj B/1,Ketonal Inj B/1,Pieces,,,
,,Ketoprofene 100Mg Cp B/10,Ketoprofene 100Mg Cp B/10,Pieces,100mg,,
,,Ketoprofene 100Mg Inj B/1,Ketoprofene 100Mg Inj B/1,Pieces,100mg,,
,,Ketum 2.5% Gel T/60G,Ketum 2.5% Gel T/60G,Pieces,5%/60g,,
,,Ketum Gel T/120G,Ketum Gel T/120G,Pieces,120g,,
,,Childbirth Kit,Kit Accouchement,Pieces,,,
,,Normal Birth Kit,Kit Accouchement Normal,Pieces,,,
,,Ag Kit,Kit Ag,Pieces,,,
,,Alr Kit,Kit Alr,Pieces,,,
,,Nerve Block Kit,Kit Bloc Nerveux,Pieces,,,
,,Cataract Kit,Kit Cataracte,Pieces,,,
,,Kit Cathe Vo Pack,Kit Cathe Vo Pack,Pieces,,,
,,Caesarean Kit,Kit Cesarienne,Pieces,,,
,,Kit Cesrian Hld,Kit Cesrienne Hld,Pieces,,,
,,Circumcision Kit,Kit Circoncision,Flacon,,,
,,Circumcision Sedation Kit,Kit Circoncision Sedation,Boîte,,,
,,Laparoscopic Kit,Kit Coelioscopie,Ampoule,,,
,,Suspubial Cystostomy Kit,Kit Cystostomie Suspubienne,Ampoule,,,
,,Composite Kit,Kit De Composite,Pieces,,,
,,Cystoscopy Kit,Kit De La Cystoscopie,Ampoule,,,
,,Ascite Puncture Kit,Kit De Ponction Ascite,KIT CP,,,
,,Evacuator Puncture Kit,Kit De Ponction Evacuatrice,KIT CP,,,
,,Ganglion Puncture Kit,Kit De Ponction Ganglionnaire,KIT CP,,,
,,Simple Wash Punction Kit,Kit De Ponction Lavage Simple,KIT CP,,,
,,Trans Prostate Resection Kit,Kit De Resection Trans De La Prostate,Ampoule,,,
,,Hysterosalpinography Kit,Kit Hysterosalpinographie,Boîte,,,
,,Infiltration Kit With Diprostene,Kit Infiltration Avec Diprostene,Comprimé,,,
,,Infiltration Kit With Triamcinolone Inj,Kit Infiltration Avec Triamcinolone Inj,Pieces,,,
,,Resuscitation Intubation Kit,Kit Intubation Reanimation,Boîte,,,
,,Resuscitation Intubation Kit,Kit Intubation Reanimation,Ampoule,,,
,,Resuscitation Intubation Kit,Kit Intubation Reanimation,Ampoule,,,
,,Lapaloscopy Kit,Kit Lapaloscopie,Ampoule,,,
,,Laparotomy Kit,Kit Laparotomie,Boîte,,,
,,Dental Kit 2,Kit Odonto 2,Boîte,,,
,,Dental Kit 3,Kit Odonto 3,Ampoule,,,
,,Odonto1 Kit,Kit Odonto1,Comprimé,,,
,,Kit Severe Malaria Children -5 Years,Kit Palu Grave Enft -5Ans,Pieces,,,
,,Serious Malaria Kit For Pregnant Women,Kit Palu Grave Femme Enceint,Pieces,,,
,,Kit Severe Malaria+ 5 Years / Adult,Kit Palu Grave+ 5Ans / Adult,Pieces,,,
